id,seed,type,path,file,step_start,step_end,event,n_maps,action,q_value,q_llm
001615,385,intermediate,385/intermediate_step_0181_0183_reach_goal.txt,intermediate_step_0181_0183_reach_goal.txt,181,183,reach_goal,3,toggle,0.960596,0.0
001423,491,intermediate,491/intermediate_step_0056_0058_open_door.txt,intermediate_step_0056_0058_open_door.txt,56,58,open_door,3,left,0.922745,0.9
001423,491,intermediate,491/intermediate_step_0056_0058_open_door.txt,intermediate_step_0056_0058_open_door.txt,56,58,open_door,3,right,0.904382,0.3
001423,491,intermediate,491/intermediate_step_0056_0058_open_door.txt,intermediate_step_0056_0058_open_door.txt,56,58,open_door,3,forward,0.886385,0.7
001423,491,intermediate,491/intermediate_step_0056_0058_open_door.txt,intermediate_step_0056_0058_open_door.txt,56,58,open_door,3,pickup,0.913517,0.0
001423,491,intermediate,491/intermediate_step_0056_0058_open_door.txt,intermediate_step_0056_0058_open_door.txt,56,58,open_door,3,toggle,0.913517,0.2
001633,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.904382,0.85
001633,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.922745,0.3
001633,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.922745,0.2
001633,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.913517,0.0
001633,385,off_track,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.913517,0.0
000475,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.6
000475,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.4
000475,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.860058,0.1
000475,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.851458,0.0
000475,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.851458,0.0
000439,20,intermediate,20/intermediate_step_0268_0270_open_door.txt,intermediate_step_0268_0270_open_door.txt,268,270,open_door,3,left,0.95099,0.9
000439,20,intermediate,20/intermediate_step_0268_0270_open_door.txt,intermediate_step_0268_0270_open_door.txt,268,270,open_door,3,right,0.932065,0.3
000439,20,intermediate,20/intermediate_step_0268_0270_open_door.txt,intermediate_step_0268_0270_open_door.txt,268,270,open_door,3,forward,0.913517,0.7
000439,20,intermediate,20/intermediate_step_0268_0270_open_door.txt,intermediate_step_0268_0270_open_door.txt,268,270,open_door,3,pickup,0.94148,0.0
000439,20,intermediate,20/intermediate_step_0268_0270_open_door.txt,intermediate_step_0268_0270_open_door.txt,268,270,open_door,3,toggle,0.94148,0.2
001531,805,intermediate,805/intermediate_step_0047_0049_find_key.txt,intermediate_step_0047_0049_find_key.txt,47,49,find_key,3,left,0.877521,0.85
001531,805,intermediate,805/intermediate_step_0047_0049_find_key.txt,intermediate_step_0047_0049_find_key.txt,47,49,find_key,3,right,0.860058,0.3
001531,805,intermediate,805/intermediate_step_0047_0049_find_key.txt,intermediate_step_0047_0049_find_key.txt,47,49,find_key,3,forward,0.842943,0.2
001531,805,intermediate,805/intermediate_step_0047_0049_find_key.txt,intermediate_step_0047_0049_find_key.txt,47,49,find_key,3,pickup,0.868746,0.0
001531,805,intermediate,805/intermediate_step_0047_0049_find_key.txt,intermediate_step_0047_0049_find_key.txt,47,49,find_key,3,toggle,0.868746,0.0
000871,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.868746,0.0
000871,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.868746,0.0
000871,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.851458,0.0
000871,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.860058,0.0
000871,372,worst,372/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.860058,0.0
001459,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.0
001459,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.0
001459,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.860058,0.0
001459,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.851458,0.0
001459,413,worst,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.851458,0.0
001369,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,left,0.9801,0.0
001369,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,right,0.9801,0.0
001369,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,forward,1.0,1.0
001369,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,pickup,0.99,0.0
001369,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,toggle,0.99,0.0
000187,270,transition,270/transition_step_0000_0000_find_key.txt,transition_step_0000_0000_find_key.txt,0,0,find_key,1,left,0.886385,0.0
000187,270,transition,270/transition_step_0000_0000_find_key.txt,transition_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.886385,0.0
000187,270,transition,270/transition_step_0000_0000_find_key.txt,transition_step_0000_0000_find_key.txt,0,0,find_key,1,forward,0.895338,0.0
000187,270,transition,270/transition_step_0000_0000_find_key.txt,transition_step_0000_0000_find_key.txt,0,0,find_key,1,pickup,0.904382,0.0
000187,270,transition,270/transition_step_0000_0000_find_key.txt,transition_step_0000_0000_find_key.txt,0,0,find_key,1,toggle,0.895338,0.0
000265,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,left,0.9801,0.0
000265,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,right,0.9801,0.0
000265,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,forward,1.0,1.0
000265,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,pickup,0.99,0.0
000265,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,toggle,0.99,0.0
000001,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.793614,0.05
000001,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.809728,0.9
000001,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.801631,0.1
000001,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.801631,0.0
000001,102,worst,102/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.801631,0.0
000853,87,off_track,87/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.94148,0.85
000853,87,off_track,87/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.932065,0.1
000853,87,off_track,87/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.95099,0.05
000853,87,off_track,87/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.94148,0.0
000853,87,off_track,87/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.94148,0.0
000625,466,intermediate,466/intermediate_step_0108_0110_reach_goal.txt,intermediate_step_0108_0110_reach_goal.txt,108,110,reach_goal,3,left,0.960596,0.2
000625,466,intermediate,466/intermediate_step_0108_0110_reach_goal.txt,intermediate_step_0108_0110_reach_goal.txt,108,110,reach_goal,3,right,0.960596,0.2
000625,466,intermediate,466/intermediate_step_0108_0110_reach_goal.txt,intermediate_step_0108_0110_reach_goal.txt,108,110,reach_goal,3,forward,0.9801,1.0
000625,466,intermediate,466/intermediate_step_0108_0110_reach_goal.txt,intermediate_step_0108_0110_reach_goal.txt,108,110,reach_goal,3,pickup,0.970299,0.0
000625,466,intermediate,466/intermediate_step_0108_0110_reach_goal.txt,intermediate_step_0108_0110_reach_goal.txt,108,110,reach_goal,3,toggle,0.970299,0.0
001471,413,intermediate,413/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.4
001471,413,intermediate,413/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.1
001471,413,intermediate,413/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,forward,0.860058,0.9
001471,413,intermediate,413/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,pickup,0.851458,0.0
001471,413,intermediate,413/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,toggle,0.851458,0.0
000595,466,transition,466/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,left,0.868746,0.1
000595,466,transition,466/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,right,0.868746,0.1
000595,466,transition,466/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,forward,0.877521,0.95
000595,466,transition,466/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,pickup,0.886385,0.0
000595,466,transition,466/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,toggle,0.877521,0.0
000013,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,left,0.817907,1.0
000013,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.817907,0.0
000013,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,forward,0.834514,0.0
000013,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,pickup,0.826169,0.0
000013,102,intermediate,102/intermediate_step_0001_0003_find_key.txt,intermediate_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.826169,0.0
000751,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.826169,1.0
000751,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.809728,0.0
000751,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.809728,0.0
000751,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.817907,0.0
000751,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.817907,0.0
000487,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,left,0.904382,0.0
000487,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,right,0.904382,0.0
000487,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,forward,0.913517,0.0
000487,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,pickup,0.913517,0.0
000487,614,transition,614/transition_step_0049_0051_open_door.txt,transition_step_0049_0051_open_door.txt,49,51,open_door,3,toggle,0.922745,1.0
001213,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.960596,0.0
001213,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.95099,0.0
001213,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.970299,1.0
001213,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.960596,0.0
001213,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.960596,0.0
001507,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,left,0.886385,1.0
001507,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,right,0.886385,0.0
001507,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,forward,0.868746,0.0
001507,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,pickup,0.877521,0.0
001507,413,off_track,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,toggle,0.877521,0.0
001171,661,intermediate,661/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,left,0.826169,0.3
001171,661,intermediate,661/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.65
001171,661,intermediate,661/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,forward,0.834514,0.1
001171,661,intermediate,661/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,pickup,0.834514,0.05
001171,661,intermediate,661/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,toggle,0.834514,0.0
000325,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,left,0.9801,0.2
000325,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,right,0.9801,0.2
000325,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,forward,1.0,0.99
000325,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,pickup,0.99,0.0
000325,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,toggle,0.99,0.0
000499,614,transition,614/transition_step_0058_0060_reach_goal.txt,transition_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,left,0.9801,0.2
000499,614,transition,614/transition_step_0058_0060_reach_goal.txt,transition_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,right,0.9801,0.2
000499,614,transition,614/transition_step_0058_0060_reach_goal.txt,transition_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,forward,1.0,0.99
000499,614,transition,614/transition_step_0058_0060_reach_goal.txt,transition_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,pickup,0.99,0.0
000499,614,transition,614/transition_step_0058_0060_reach_goal.txt,transition_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,toggle,0.99,0.0
001693,955,transition,955/transition_step_0034_0036_find_key.txt,transition_step_0034_0036_find_key.txt,34,36,find_key,3,left,0.834514,0.25
001693,955,transition,955/transition_step_0034_0036_find_key.txt,transition_step_0034_0036_find_key.txt,34,36,find_key,3,right,0.834514,0.1
001693,955,transition,955/transition_step_0034_0036_find_key.txt,transition_step_0034_0036_find_key.txt,34,36,find_key,3,forward,0.842943,0.35
001693,955,transition,955/transition_step_0034_0036_find_key.txt,transition_step_0034_0036_find_key.txt,34,36,find_key,3,pickup,0.851458,0.8
001693,955,transition,955/transition_step_0034_0036_find_key.txt,transition_step_0034_0036_find_key.txt,34,36,find_key,3,toggle,0.842943,0.0
000169,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,left,0.922745,0.3
000169,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,right,0.904382,0.55
