id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000247,343,initial,343/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.85
000277,413,off_track,413/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8601,0.87
000257,343,off_track,343/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8864,0.92
000310,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.951,0.93
000099,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.0
000255,343,off_track,343/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8687,0.85
000137,330,off_track,330/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8953,0.878
000061,71,transition,71/transition_step_0012_0014_reach_goal.txt,transition_step_0012_0014_reach_goal.txt,12,14,reach_goal,3,1.0,0.99
000119,466,off_track,466/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8601,0.852
000112,466,intermediate,466/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,0.8687,0.852
000211,130,off_track,130/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8864,0.843
000269,413,initial,413/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.843
000152,87,transition,87/transition_step_0047_0049_find_key.txt,transition_step_0047_0049_find_key.txt,47,49,find_key,3,0.9135,0.895
000114,466,intermediate,466/intermediate_step_0092_0094_open_door.txt,intermediate_step_0092_0094_open_door.txt,92,94,open_door,3,0.9044,0.886
000187,871,intermediate,871/intermediate_step_0002_0004_open_door.txt,intermediate_step_0002_0004_open_door.txt,2,4,open_door,3,0.9044,0.87
000172,99,initial,99/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.81
000012,435,initial,435/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8179,0.8
000298,385,intermediate,385/intermediate_step_0182_0184_reach_goal.txt,intermediate_step_0182_0184_reach_goal.txt,182,184,reach_goal,3,0.9801,0.96
000110,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,0.8262,0.78
000224,661,off_track,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.99,0.97
000191,871,off_track,871/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8601,0.82
000215,661,worst,661/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.77
000248,343,worst,343/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.86
000042,270,off_track,270/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8953,0.9
000090,614,transition,614/transition_step_0000_0002_find_key.txt,transition_step_0000_0002_find_key.txt,0,2,find_key,3,0.8775,0.92
000050,106,transition,106/transition_step_0018_0020_reach_goal.txt,transition_step_0018_0020_reach_goal.txt,18,20,reach_goal,3,1.0,1.0
000142,458,intermediate,458/intermediate_step_0003_0005_find_key.txt,intermediate_step_0003_0005_find_key.txt,3,5,find_key,3,0.8601,0.82
000240,769,transition,769/transition_step_0022_0024_open_door.txt,transition_step_0022_0024_open_door.txt,22,24,open_door,3,0.9227,0.94
000047,106,intermediate,106/intermediate_step_0002_0004_find_key.txt,intermediate_step_0002_0004_find_key.txt,2,4,find_key,3,0.8687,0.87
000001,102,initial,102/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8097,0.86
000028,860,intermediate,860/intermediate_step_0017_0019_open_door.txt,intermediate_step_0017_0019_open_door.txt,17,19,open_door,3,0.951,0.96625
000236,769,initial,769/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.87625
000167,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,1.0,0.994375
000068,700,transition,700/transition_step_0003_0005_find_key.txt,transition_step_0003_0005_find_key.txt,3,5,find_key,3,0.8687,0.91
000286,805,transition,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,1.0,1.0
000022,435,off_track,435/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.951,0.96625
000319,955,off_track,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9606,0.971875
000008,102,intermediate,102/intermediate_step_0050_0052_reach_goal.txt,intermediate_step_0050_0052_reach_goal.txt,50,52,reach_goal,3,0.9801,0.983125
000037,270,transition,270/transition_step_0020_0022_open_door.txt,transition_step_0020_0022_open_door.txt,20,22,open_door,3,0.9606,0.94
000253,343,transition,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,1.0,0.97
000044,106,initial,106/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8345,0.68
000086,20,off_track,20/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9044,0.83
000052,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8429,0.61
000031,860,off_track,860/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8775,0.78
000309,191,intermediate,191/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,0.9801,0.9
000297,385,transition,385/transition_step_0184_0186_reach_goal.txt,transition_step_0184_0186_reach_goal.txt,184,186,reach_goal,3,1.0,0.96
000064,71,off_track,71/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8953,0.95
000242,769,transition,769/transition_step_0031_0033_reach_goal.txt,transition_step_0031_0033_reach_goal.txt,31,33,reach_goal,3,1.0,0.99
000225,308,initial,308/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.88
000122,214,transition,214/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8953,0.9
000088,614,initial,614/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.92
000201,663,off_track,663/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9135,0.0
000057,71,transition,71/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.9227,0.94
000305,191,intermediate,191/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8429,0.89
000015,435,intermediate,435/intermediate_step_0003_0005_find_key.txt,intermediate_step_0003_0005_find_key.txt,3,5,find_key,3,0.8601,0.883
000072,700,transition,700/transition_step_0035_0037_reach_goal.txt,transition_step_0035_0037_reach_goal.txt,35,37,reach_goal,3,1.0,0.991
000263,491,intermediate,491/intermediate_step_0057_0059_open_door.txt,intermediate_step_0057_0059_open_door.txt,57,59,open_door,3,0.9227,0.937
000133,330,intermediate,330/intermediate_step_0009_0011_open_door.txt,intermediate_step_0009_0011_open_door.txt,9,11,open_door,3,0.9227,0.94
000265,491,intermediate,491/intermediate_step_0064_0066_reach_goal.txt,intermediate_step_0064_0066_reach_goal.txt,64,66,reach_goal,3,0.9801,0.973
000030,860,intermediate,860/intermediate_step_0022_0024_reach_goal.txt,intermediate_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,0.99,0.982
000229,308,transition,308/transition_step_0068_0070_open_door.txt,transition_step_0068_0070_open_door.txt,68,70,open_door,3,0.9227,0.919
000140,458,worst,458/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0.865
000234,308,off_track,308/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8429,0.83
000021,435,off_track,435/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8864,0.876
000148,458,off_track,458/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9044,0.0
000055,71,initial,71/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.886
000085,20,off_track,20/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8345,0.795
000260,491,transition,491/transition_step_0027_0029_find_key.txt,transition_step_0027_0029_find_key.txt,27,29,find_key,3,0.9135,0.896
000160,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9703,0.947
000183,871,initial,871/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0.822
000029,860,transition,860/transition_step_0024_0026_reach_goal.txt,transition_step_0024_0026_reach_goal.txt,24,26,reach_goal,3,1.0,0.99
000154,87,transition,87/transition_step_0051_0053_open_door.txt,transition_step_0051_0053_open_door.txt,51,53,open_door,3,0.951,0.94
000199,663,intermediate,663/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,0.9801,0.97
000060,71,intermediate,71/intermediate_step_0002_0004_open_door.txt,intermediate_step_0002_0004_open_door.txt,2,4,open_door,3,0.9227,0.92
000295,385,transition,385/transition_step_0180_0182_open_door.txt,transition_step_0180_0182_open_door.txt,180,182,open_door,3,0.9606,0.96
000033,860,off_track,860/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0.92
000004,102,intermediate,102/intermediate_step_0002_0004_find_key.txt,intermediate_step_0002_0004_find_key.txt,2,4,find_key,3,0.8429,0.89
000192,871,off_track,871/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9321,0.93
000185,871,transition,871/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,0.9044,0.83
000018,435,transition,435/transition_step_0022_0024_reach_goal.txt,transition_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,1.0,0.98
000182,99,off_track,99/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8687,0.0
000318,955,intermediate,955/intermediate_step_0097_0099_reach_goal.txt,intermediate_step_0097_0099_reach_goal.txt,97,99,reach_goal,3,0.9801,0.95
000284,805,transition,805/transition_step_0075_0077_open_door.txt,transition_step_0075_0077_open_door.txt,75,77,open_door,3,0.951,0.91
000040,270,intermediate,270/intermediate_step_0022_0024_reach_goal.txt,intermediate_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,0.9801,0.95
000046,106,transition,106/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,0.8953,0.83
000034,270,initial,270/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.9044,0.84
000069,700,intermediate,700/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8515,0.865
000220,661,transition,661/transition_step_0026_0028_reach_goal.txt,transition_step_0026_0028_reach_goal.txt,26,28,reach_goal,3,1.0,0.991
000311,955,initial,955/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.0
000150,87,initial,87/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.838
000282,805,transition,805/transition_step_0051_0053_find_key.txt,transition_step_0051_0053_find_key.txt,51,53,find_key,3,0.8953,0.0
000128,330,initial,330/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.784
000115,466,transition,466/transition_step_0111_0113_reach_goal.txt,transition_step_0111_0113_reach_goal.txt,111,113,reach_goal,3,1.0,0.991
000204,130,worst,130/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8775,0.856
000009,102,off_track,102/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8179,0.9876953125
000107,121,off_track,121/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8601,0.9859375
000299,385,off_track,385/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8953,0.99033203125
000157,87,intermediate,87/intermediate_step_0054_0056_reach_goal.txt,intermediate_step_0054_0056_reach_goal.txt,54,56,reach_goal,3,0.9801,0.99736328125
000195,663,transition,663/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,0.8953,0.98857421875
000312,955,worst,955/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0.98681640625
000194,663,worst,663/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8687,0.98505859375
000166,372,intermediate,372/intermediate_step_0149_0151_open_door.txt,intermediate_step_0149_0151_open_door.txt,149,151,open_door,3,0.951,0.9947265625
000198,663,transition,663/transition_step_0055_0057_reach_goal.txt,transition_step_0055_0057_reach_goal.txt,55,57,reach_goal,3,1.0,0.941
000210,130,intermediate,130/intermediate_step_0058_0060_reach_goal.txt,intermediate_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,0.9801,0.961
000032,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9135,0.0
000208,130,intermediate,130/intermediate_step_0053_0055_open_door.txt,intermediate_step_0053_0055_open_door.txt,53,55,open_door,3,0.9415,0.941
000089,614,worst,614/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.845
000097,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8601,0.0
000025,860,transition,860/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.9415,0.941
